task_id,title,issue_type,track,workstream,parent_id,summary,description,acceptance_criteria,dependencies,related_tasks,related_specs,priority,risk,owner_role,estimate_days,start_week,duration_weeks,start_date,target_date,milestone,status,github_labels,linear_team,linear_project,deliverables,verification,evidence,source_refs,implementation_phase,documentation_volume,claim_refs,experiment_refs,review_required,public_output
AOS-LEGAL-001,"Establish entity, IP ownership, and confidentiality baseline",Review,AOS-LEGAL,IP Foundation,AOS-LEGAL-000,"Ensure founders, employees, contractors, repositories, domains, and project assets have clear ownership and authority.","**Outcome.** Ensure founders, employees, contractors, repositories, domains, and project assets have clear ownership and authority.

**Scope.** Produce and integrate: entity/ownership checklist; assignment templates; contractor terms; confidentiality and asset authority map. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Every person and entity able to contribute or contract has an explicit IP/confidentiality path before material work; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-DOCS-001,AOS-LEGAL-001#legal-workstreams;AOS-LEGAL-003#contributions,P0,Critical,Legal/Compliance Lead,5,0,3,2026-07-13,2026-08-02,M0,Backlog,aos-legal;ip-foundation;p0;review,Legal,"Legal, IP, and Compliance",entity/ownership checklist; assignment templates; contractor terms; confidentiality and asset authority map,qualified counsel review and signed/recorded instruments,privileged legal completion record; public-safe policy summary,,Phase 0,Volume 05,,,,No
AOS-LEGAL-002,Conduct trademark and naming clearance,Review,AOS-LEGAL,Brand,AOS-LEGAL-000,Clear a final or fallback project mark and prevent public use of HyperOS or another conflicting designation.,"**Outcome.** Clear a final or fallback project mark and prevent public use of HyperOS or another conflicting designation.

**Scope.** Produce and integrate: knockout search; professional search scope; mark shortlist; namespace/domain plan; usage restrictions. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Public identity uses an approved mark or explicitly remains private/working, and prohibited names are removed from publication artifacts; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-LEGAL-001,AOS-LEGAL-006#clearance-process;AOS-ADR-0006#decision,P0,High,Trademark Counsel,4,0,6,2026-07-13,2026-08-23,M0,Backlog,aos-legal;brand;p0;review,Legal,"Legal, IP, and Compliance",knockout search; professional search scope; mark shortlist; namespace/domain plan; usage restrictions,counsel opinion and program decision,privileged opinion reference; approved public naming record,SRC-021,Phase 0,Volume 05,,,,No
AOS-LEGAL-003,"Approve project licenses, DCO, and contribution terms",Decision,AOS-LEGAL,Open Source,AOS-LEGAL-000,"Select compatible licenses and contributor certification before accepting public code, specifications, hardware files, or data.","**Outcome.** Select compatible licenses and contributor certification before accepting public code, specifications, hardware files, or data.

**Scope.** Produce and integrate: license ADR; DCO policy; contribution guide clauses; hardware/docs license matrix. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Every canonical artifact class has a declared license/provenance rule and contribution route; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-LEGAL-001,AOS-LEGAL-003#licensing-baseline;AOS-LEGAL-003#contributions,P0,High,Open Source Counsel,5,0,4,2026-07-13,2026-08-09,M0,Backlog,aos-legal;open-source;p0;decision,Legal,"Legal, IP, and Compliance",license ADR; DCO policy; contribution guide clauses; hardware/docs license matrix,counsel and governance approval plus repository checks,decision record; license files; DCO test,SRC-060;SRC-063;SRC-064;SRC-066;SRC-067;SRC-068,Phase 0,Volume 05,,,,No
AOS-LEGAL-004,Implement source and artifact provenance controls,Task,AOS-LEGAL,Open Source,AOS-LEGAL-000,"Prevent unknown, leaked, unlicensed, or non-redistributable material from contaminating public implementation and releases.","**Outcome.** Prevent unknown, leaked, unlicensed, or non-redistributable material from contaminating public implementation and releases.

**Scope.** Produce and integrate: source classes; artifact inventory; REUSE/SPDX rules; binary/firmware record; quarantine procedure. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Unknown-provenance and disallowed artifacts fail merge/release and have a controlled escalation path; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-LEGAL-003;AOS-DOCS-004,AOS-LEGAL-003#provenance-record;AOS-META-003#source-record,P0,Critical,Open Source Program Manager,8,1,4,2026-07-20,2026-08-16,M0,Backlog,aos-legal;open-source;p0;task,Legal,"Legal, IP, and Compliance",source classes; artifact inventory; REUSE/SPDX rules; binary/firmware record; quarantine procedure,scan seeded fixtures and sample imported dependencies/assets,provenance audit; quarantine exercise; CI report,SRC-060;SRC-061;SRC-062,Phase 0,Volume 05,,,,No
AOS-LEGAL-005,Approve clean-room interoperability protocol,Decision,AOS-LEGAL,Reverse Engineering,AOS-LEGAL-000,Create role-separated lawful methods for undocumented protocol and hardware behavior work.,"**Outcome.** Create role-separated lawful methods for undocumented protocol and hardware behavior work.

**Scope.** Produce and integrate: clean-room policy; role/eligibility forms; observation/specification templates; artifact controls; stop rules. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","No protected-protocol task can begin without source class, method, roles, publication rule, and counsel/accountable approval; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-LEGAL-001;AOS-LEGAL-004,AOS-LEGAL-002#workflow;AOS-LEGAL-002#source-classes,P0,Critical,IP/Interoperability Counsel,8,1,5,2026-07-20,2026-08-23,M0,Backlog,aos-legal;reverse-engineering;p0;decision,Legal,"Legal, IP, and Compliance",clean-room policy; role/eligibility forms; observation/specification templates; artifact controls; stop rules,tabletop exercise using a fictional protocol and contributor-taint scenario,counsel approval; exercise findings; public-safe protocol,SRC-052;SRC-053,Phase 0,Volume 05,,,,No
AOS-LEGAL-006,"Review device terms, acquisition, unlock, and firmware use",Review,AOS-LEGAL,Device Research,AOS-LEGAL-000,"Define permissible purchase, unlock, restoration, firmware, warranty, redistribution, and publication behavior for every phone track.","**Outcome.** Define permissible purchase, unlock, restoration, firmware, warranty, redistribution, and publication behavior for every phone track.

**Scope.** Produce and integrate: per-device terms matrix; approved methods; firmware/artifact handling; resale/return/warranty guidance. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Every acquired phone has an approved research and artifact-handling path before modification; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-LEGAL-005;AOS-OPEN-003,AOS-LEGAL-001#device-and-protocol-work;AOS-HW-001#target-dossier,P0,Critical,Technology Transactions Counsel,7,2,8,2026-07-27,2026-09-20,M1,Backlog,aos-legal;device-research;p0;review,Legal,"Legal, IP, and Compliance",per-device terms matrix; approved methods; firmware/artifact handling; resale/return/warranty guidance,counsel review of exact SKU/source/terms and engineering procedure,public-safe device boundary record; privileged legal references,SRC-019;SRC-020;SRC-027;SRC-028;SRC-029;SRC-031,Phase 1,Volume 04,,,,No
AOS-LEGAL-007,Approve Pixel 9 research boundary,Decision,AOS-LEGAL,Pixel Legal,AOS-LEGAL-000,"Authorize only the minimum Android/Linux stock-oracle, trace, sidecar, recovery, and feasibility uses that can be lawfully supported.","**Outcome.** Authorize only the minimum Android/Linux stock-oracle, trace, sidecar, recovery, and feasibility uses that can be lawfully supported.

**Scope.** Produce and integrate: method matrix; source classes; team separation decision; publication/trace rules; adapter retirement obligations. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Each Pixel task identifies allowed inputs, implementer eligibility, output restrictions, and stop condition before execution; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-LEGAL-006;AOS-P9-001,AOS-LEGAL-002#pixel-application;AOS-HW-002#allowed-legacy-uses,P0,Critical,IP/Interoperability Counsel,6,3,8,2026-08-03,2026-09-27,M1,Backlog,aos-legal;pixel-legal;p0;decision,Legal,"Legal, IP, and Compliance",method matrix; source classes; team separation decision; publication/trace rules; adapter retirement obligations,counsel and architecture review against proposed Pixel experiments,approved boundary record; blocked-method list,SRC-019;SRC-020;SRC-021;SRC-052;SRC-053,Phase 1,Volume 04,,,,No
AOS-LEGAL-008,"Create privacy, telemetry, biometrics, and user-study framework",Task,AOS-LEGAL,Privacy,AOS-LEGAL-000,"Define lawful and privacy-preserving handling of semantic history, diagnostics, agent evaluation, biometrics, and research participants.","**Outcome.** Define lawful and privacy-preserving handling of semantic history, diagnostics, agent evaluation, biometrics, and research participants.

**Scope.** Produce and integrate: data map; retention/deletion policy; consent/notice templates; DPIA triggers; processor/transfer controls; user-study protocol. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","No user study or diagnostic sync begins without data purpose, minimization, retention, access, deletion, and incident ownership; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-001,AOS-SEC-050,AOS-LEGAL-001#privacy-and-product-claims;AOS-PROD-002#privacy-controls;AOS-ARCH-012#sensitive-data,P1,Critical,Privacy Counsel / DPO,10,8,12,2026-09-07,2026-11-29,M2,Backlog,aos-legal;privacy;p1;task,Legal,"Legal, IP, and Compliance",data map; retention/deletion policy; consent/notice templates; DPIA triggers; processor/transfer controls; user-study protocol,privacy/security/product review and tabletop data-subject request,data inventory; review record; deletion/export test result,SRC-057,Phase 1,Volume 05,,,,No
AOS-LEGAL-009,"Establish export, sanctions, cryptography, and bounty screening",Task,AOS-LEGAL,Trade Compliance,AOS-LEGAL-000,"Control code/device/cryptography exports, restricted parties, contractor access, grants, and payments.","**Outcome.** Control code/device/cryptography exports, restricted parties, contractor access, grants, and payments.

**Scope.** Produce and integrate: jurisdiction/party screening workflow; release checklist; encryption classification record; payment controls. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Releases and paid contributions have documented destination, party, encryption, and escalation checks; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-001,AOS-COMM-030,AOS-LEGAL-001#jurisdiction-matrix;AOS-GOV-003#funding-sources,P1,High,Trade Compliance Counsel,6,8,10,2026-09-07,2026-11-15,M2,Backlog,aos-legal;trade-compliance;p1;task,Legal,"Legal, IP, and Compliance",jurisdiction/party screening workflow; release checklist; encryption classification record; payment controls,sample release and bounty tabletop across two jurisdictions,screening logs; exception/escalation procedure,,Phase 1,Volume 05,,,,No
AOS-LEGAL-010,Build regulatory and certification market matrix,Task,AOS-LEGAL,Regulatory,AOS-LEGAL-000,"Map radio, safety, environmental, privacy, cybersecurity, accessibility, carrier, battery, and consumer obligations by product stage and market.","**Outcome.** Map radio, safety, environmental, privacy, cybersecurity, accessibility, carrier, battery, and consumer obligations by product stage and market.

**Scope.** Produce and integrate: US/EU initial matrix; stage checklist; variant/change-control rules; evidence-file skeleton. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Each intended device stage and market has an accountable requirement owner and no radio/cellular claim relies on module certification alone; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-001;AOS-CELL-001,AOS-ODM-011,AOS-LEGAL-004#market-matrix;AOS-LEGAL-004#development-stages,P1,High,Regulatory Lead,12,24,16,2026-12-28,2027-04-18,M3,Backlog,aos-legal;regulatory;p1;task,Legal,"Legal, IP, and Compliance",US/EU initial matrix; stage checklist; variant/change-control rules; evidence-file skeleton,regulatory counsel and accredited-lab consultation,reviewed matrix; assumptions/open questions; lab notes,SRC-050;SRC-051;SRC-054;SRC-055;SRC-056;SRC-057,Phase 3,Volume 05,,,,No
AOS-LEGAL-011,"Create vendor, partner, NDA, and documentation agreement playbook",Task,AOS-LEGAL,Contracts,AOS-LEGAL-000,"Standardize technical asks and contract terms for silicon, board, camera, modem, lab, security, and manufacturing partners.","**Outcome.** Standardize technical asks and contract terms for silicon, board, camera, modem, lab, security, and manufacturing partners.

**Scope.** Produce and integrate: NDA review checklist; evaluation agreement; documentation/firmware/support clauses; artifact intake workflow. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Critical vendor dependencies have explicit rights for implementation, deployment, updates, publication, replacement, and termination assistance; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-001,AOS-LEGAL-004,AOS-LEGAL-001#contract-principles;AOS-LEGAL-005#contract-asks,P1,High,Technology Transactions Counsel,8,4,12,2026-08-10,2026-11-01,M2,Backlog,aos-legal;contracts;p1;task,Legal,"Legal, IP, and Compliance",NDA review checklist; evaluation agreement; documentation/firmware/support clauses; artifact intake workflow,apply playbook to two mock or live vendor engagements,redline checklist; issue log; approved clause library,,Phase 2,Volume 05,,,,No
AOS-LEGAL-012,Implement OSS/SBOM release compliance pipeline,Task,AOS-LEGAL,Open Source,AOS-LEGAL-000,"Automate per-file licensing, dependency review, SBOM, notices, source offers, provenance, and release approval.","**Outcome.** Automate per-file licensing, dependency review, SBOM, notices, source offers, provenance, and release approval.

**Scope.** Produce and integrate: CI policy; SPDX SBOM; notices/source-offer generator; exception workflow; audit dashboard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","A release cannot be produced with unknown license/provenance or missing required notices/source offers; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-003;AOS-LEGAL-004,AOS-SEC-060,AOS-LEGAL-003#compliance-tooling;AOS-ARCH-015#release-evidence,P1,High,Open Source Program Manager,10,12,12,2026-10-05,2026-12-27,M2,Backlog,aos-legal;open-source;p1;task,Legal,"Legal, IP, and Compliance",CI policy; SPDX SBOM; notices/source-offer generator; exception workflow; audit dashboard,"release a fixture with permissive, copyleft, binary and generated components",SBOM; notices; policy pass/fail logs; exception record,SRC-059;SRC-060;SRC-061;SRC-062,Phase 2,Volume 05,,,,No
AOS-LEGAL-013,Obtain certification laboratory architecture consultation,Contact,AOS-LEGAL,Regulatory,AOS-LEGAL-000,"Validate the proposed module, antenna, battery, enclosure, software-update, and market assumptions before custom hardware freeze.","**Outcome.** Validate the proposed module, antenna, battery, enclosure, software-update, and market assumptions before custom hardware freeze.

**Scope.** Produce and integrate: lab briefing; staged test plan; inheritance assumptions; budget/lead times; evidence requirements. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Product-hardware plan records which certifications can be inherited and which are invalidated by board/antenna/enclosure/software changes; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-010;AOS-CELL-002,AOS-ODM-021,AOS-LEGAL-004#evidence-package;AOS-HW-008#certification-readiness,P1,High,Regulatory Lead,5,76,12,2027-12-27,2028-03-19,M9,Backlog,aos-legal;regulatory;p1;contact,Legal,"Legal, IP, and Compliance",lab briefing; staged test plan; inheritance assumptions; budget/lead times; evidence requirements,"written lab response reviewed by hardware, cellular, security and legal leads",consultation report; architecture changes; certification budget,SRC-050;SRC-051;SRC-054;SRC-055,Phase 8,Volume 05,,,,No
AOS-LEGAL-014,Prepare ODM/JDM/EMS contract and IP responsibility matrix,Task,AOS-LEGAL,ODM Contracts,AOS-LEGAL-000,"Define ownership, documentation, firmware, tooling, certification, quality, supply, security, and exit terms before an RFI.","**Outcome.** Define ownership, documentation, firmware, tooling, certification, quality, supply, security, and exit terms before an RFI.

**Scope.** Produce and integrate: RFI legal schedule; IP/tooling matrix; warranty/quality clauses; security/update obligations; termination/escrow options. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Record jurisdiction, source class, privilege/publication boundary, and counsel or accountable review; do not infer legal permission from technical access.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","RFI can compare vendors on rights and lifecycle obligations without conceding portable interfaces or update control; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-011;AOS-LEGAL-010,AOS-ODM-060,AOS-HW-008#contract-requirements;AOS-LEGAL-005#contractual-and-technical-asks,P1,Critical,Commercial/Technology Counsel,12,150,24,2029-05-28,2029-11-11,M11,Backlog,aos-legal;odm-contracts;p1;task,Legal,"Legal, IP, and Compliance",RFI legal schedule; IP/tooling matrix; warranty/quality clauses; security/update obligations; termination/escrow options,cross-functional review and red-team of vendor-failure scenarios,approved RFI attachments; risk acceptance record,,Phase 8,Volume 05,,,,No
AOS-LEGAL-020,Retain software interoperability and reverse-engineering counsel,Contact,AOS-LEGAL,Counsel,AOS-LEGAL-000,Retain software interoperability and reverse-engineering counsel,"**Outcome.** Retain software interoperability and reverse-engineering counsel.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-LEGAL-008#counsel-questions, AOS-LEGAL-001#legal-workstreams. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-LEGAL-008#matrix;AOS-LEGAL-001#legal-workstreams,P0,Critical,Legal Lead,12,1,5,2026-07-20,2026-08-23,M0,Planned,aos-legal;counsel;phase-0;volume-05,Legal,"Legal, IP, and Compliance",Normative report or implementation for Retain software interoperability and reverse-engineering counsel; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.,"Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",,Phase 0,Volume 05,,,,No
AOS-LEGAL-021,Run trademark clearance for Agent OS and naming candidates,Task,AOS-LEGAL,Trademark,AOS-LEGAL-000,Run trademark clearance for Agent OS and naming candidates,"**Outcome.** Run trademark clearance for Agent OS and naming candidates.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-LEGAL-003#clearance-process, AOS-SRC-N005#decision. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-LEGAL-003#release-gate;AOS-SRC-N005#codename,P0,High,Trademark Counsel,15,1,6,2026-07-20,2026-08-30,M0,Planned,aos-legal;trademark;phase-0;volume-05,Legal,"Legal, IP, and Compliance",Normative report or implementation for Run trademark clearance for Agent OS and naming candidates; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.,"Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",SRC-098;SRC-099,Phase 0,Volume 05,,,,No
AOS-LEGAL-022,"Implement clean-room roles, repositories, and taint labels",Task,AOS-LEGAL,Clean Room,AOS-LEGAL-000,"Implement clean-room roles, repositories, and taint labels","**Outcome.** Implement clean-room roles, repositories, and taint labels.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-LEGAL-002#roles, AOS-ARCH-018#taint. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-LEGAL-002#roles;AOS-ARCH-018#taint,P0,Critical,Legal and Security Leads,12,2,5,2026-07-27,2026-08-30,M0,Planned,aos-legal;clean-room;phase-0;volume-05,Legal,"Legal, IP, and Compliance","Normative report or implementation for Implement clean-room roles, repositories, and taint labels; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.","Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",,Phase 0,Volume 05,,,,No
AOS-LEGAL-023,"Prepare vendor NDA, evaluation, source, firmware, and escrow checklist",Task,AOS-LEGAL,Vendor Contracts,AOS-LEGAL-000,"Prepare vendor NDA, evaluation, source, firmware, and escrow checklist","**Outcome.** Prepare vendor NDA, evaluation, source, firmware, and escrow checklist.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-LEGAL-007#checklist, AOS-HW-016#access-ladder. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-LEGAL-007#nda;AOS-HW-016#information,P1,High,Commercial Counsel,15,4,6,2026-08-10,2026-09-20,M1,Planned,aos-legal;vendor-contracts;phase-1;volume-05,Legal,"Legal, IP, and Compliance","Normative report or implementation for Prepare vendor NDA, evaluation, source, firmware, and escrow checklist; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.","Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",,Phase 1,Volume 05,,,,No
